,filename,mask_filename,category,manipulation,difficulty,mask,type_occl,size_occl,soa
168,Training\Training Stimulus\blobhighmatched_banana2093.png,./mask_img/grey_square.png,banana,occlusion,high,no mask,blob,null,0.1
169,Training\Training Stimulus\blobhighmatched_bird2861.png,./mask_img/grey_square.png,bird,occlusion,high,no mask,blob,null,0.1
170,Training\Training Stimulus\blobhighmatched_building13.png,./mask_img/grey_square.png,building,occlusion,high,no mask,blob,null,0.1
171,Training\Training Stimulus\blobhighmatched_bus480.png,./mask_img/grey_square.png,bus,occlusion,high,no mask,blob,null,0.1
172,Training\Training Stimulus\blobhighmatched_cat172.png,./mask_img/grey_square.png,cat,occlusion,high,no mask,blob,null,0.1
173,Training\Training Stimulus\blobhighmatched_firehydrant125.png,./mask_img/grey_square.png,firehydrant,occlusion,high,no mask,blob,null,0.1
174,Training\Training Stimulus\blobhighmatched_person2850.png,./mask_img/grey_square.png,person,occlusion,high,no mask,blob,null,0.1
175,Training\Training Stimulus\blobhighmatched_tree88.png,./mask_img/grey_square.png,tree,occlusion,high,no mask,blob,null,0.1
176,Training\Training Stimulus\bloblowmatched_banana3652.png,./mask_img/grey_square.png,banana,occlusion,low,no mask,blob,null,0.1
177,Training\Training Stimulus\bloblowmatched_bird289.png,./mask_img/grey_square.png,bird,occlusion,low,no mask,blob,null,0.1
178,Training\Training Stimulus\bloblowmatched_building64.png,./mask_img/grey_square.png,building,occlusion,low,no mask,blob,null,0.1
179,Training\Training Stimulus\bloblowmatched_bus938.png,./mask_img/grey_square.png,bus,occlusion,low,no mask,blob,null,0.1
180,Training\Training Stimulus\bloblowmatched_cat1021.png,./mask_img/grey_square.png,cat,occlusion,low,no mask,blob,null,0.1
181,Training\Training Stimulus\bloblowmatched_firehydrant570.png,./mask_img/grey_square.png,firehydrant,occlusion,low,no mask,blob,null,0.1
182,Training\Training Stimulus\bloblowmatched_person411.png,./mask_img/grey_square.png,person,occlusion,low,no mask,blob,null,0.1
183,Training\Training Stimulus\bloblowmatched_tree50.png,./mask_img/grey_square.png,tree,occlusion,low,no mask,blob,null,0.1
184,Training\Training Stimulus\control_banana3666.png,./mask_img/grey_square.png,banana,control,control,no mask,null,null,0.1
185,Training\Training Stimulus\control_bird259.png,./mask_img/grey_square.png,bird,control,control,no mask,null,null,0.1
186,Training\Training Stimulus\control_building95.png,./mask_img/grey_square.png,building,control,control,no mask,null,null,0.1
187,Training\Training Stimulus\control_bus180.png,./mask_img/grey_square.png,bus,control,control,no mask,null,null,0.1
188,Training\Training Stimulus\control_cat147.png,./mask_img/grey_square.png,cat,control,control,no mask,null,null,0.1
189,Training\Training Stimulus\control_firehydrant46.png,./mask_img/grey_square.png,firehydrant,control,control,no mask,null,null,0.1
190,Training\Training Stimulus\control_person1905.png,./mask_img/grey_square.png,person,control,control,no mask,null,null,0.1
191,Training\Training Stimulus\control_tree2.png,./mask_img/grey_square.png,tree,control,control,no mask,null,null,0.1
192,Training\Training Stimulus\deletionhighmatched_banana1970.png,./mask_img/grey_square.png,banana,occlusion,high,no mask,deletion,null,0.1
193,Training\Training Stimulus\deletionhighmatched_bird1657.png,./mask_img/grey_square.png,bird,occlusion,high,no mask,deletion,null,0.1
194,Training\Training Stimulus\deletionhighmatched_building66.png,./mask_img/grey_square.png,building,occlusion,high,no mask,deletion,null,0.1
195,Training\Training Stimulus\deletionhighmatched_bus696.png,./mask_img/grey_square.png,bus,occlusion,high,no mask,deletion,null,0.1
196,Training\Training Stimulus\deletionhighmatched_cat313.png,./mask_img/grey_square.png,cat,occlusion,high,no mask,deletion,null,0.1
197,Training\Training Stimulus\deletionhighmatched_firehydrant226.png,./mask_img/grey_square.png,firehydrant,occlusion,high,no mask,deletion,null,0.1
198,Training\Training Stimulus\deletionhighmatched_person71.png,./mask_img/grey_square.png,person,occlusion,high,no mask,deletion,null,0.1
199,Training\Training Stimulus\deletionhighmatched_tree71.png,./mask_img/grey_square.png,tree,occlusion,high,no mask,deletion,null,0.1
200,Training\Training Stimulus\deletionlowmatched_banana4227.png,./mask_img/grey_square.png,banana,occlusion,low,no mask,deletion,null,0.1
201,Training\Training Stimulus\deletionlowmatched_bird289.png,./mask_img/grey_square.png,bird,occlusion,low,no mask,deletion,null,0.1
202,Training\Training Stimulus\deletionlowmatched_building91.png,./mask_img/grey_square.png,building,occlusion,low,no mask,deletion,null,0.1
203,Training\Training Stimulus\deletionlowmatched_bus1255.png,./mask_img/grey_square.png,bus,occlusion,low,no mask,deletion,null,0.1
204,Training\Training Stimulus\deletionlowmatched_cat356.png,./mask_img/grey_square.png,cat,occlusion,low,no mask,deletion,null,0.1
205,Training\Training Stimulus\deletionlowmatched_firehydrant552.png,./mask_img/grey_square.png,firehydrant,occlusion,low,no mask,deletion,null,0.1
206,Training\Training Stimulus\deletionlowmatched_person1622.png,./mask_img/grey_square.png,person,occlusion,low,no mask,deletion,null,0.1
207,Training\Training Stimulus\deletionlowmatched_tree37.png,./mask_img/grey_square.png,tree,occlusion,low,no mask,deletion,null,0.1
208,Training\Training Stimulus\partialViewinghighmatched_banana726.png,./mask_img/grey_square.png,banana,occlusion,high,no mask,partial viewing,null,0.1
209,Training\Training Stimulus\partialViewinghighmatched_bird2883.png,./mask_img/grey_square.png,bird,occlusion,high,no mask,partial viewing,null,0.1
210,Training\Training Stimulus\partialViewinghighmatched_building21.png,./mask_img/grey_square.png,building,occlusion,high,no mask,partial viewing,null,0.1
211,Training\Training Stimulus\partialViewinghighmatched_bus765.png,./mask_img/grey_square.png,bus,occlusion,high,no mask,partial viewing,null,0.1
212,Training\Training Stimulus\partialViewinghighmatched_cat864.png,./mask_img/grey_square.png,cat,occlusion,high,no mask,partial viewing,null,0.1
213,Training\Training Stimulus\partialViewinghighmatched_firehydrant72.png,./mask_img/grey_square.png,firehydrant,occlusion,high,no mask,partial viewing,null,0.1
214,Training\Training Stimulus\partialViewinghighmatched_person157.png,./mask_img/grey_square.png,person,occlusion,high,no mask,partial viewing,null,0.1
215,Training\Training Stimulus\partialViewinghighmatched_tree56.png,./mask_img/grey_square.png,tree,occlusion,high,no mask,partial viewing,null,0.1
216,Training\Training Stimulus\partialViewinglowmatched_banana3584.png,./mask_img/grey_square.png,banana,occlusion,low,no mask,partial viewing,null,0.1
217,Training\Training Stimulus\partialViewinglowmatched_bird2598.png,./mask_img/grey_square.png,bird,occlusion,low,no mask,partial viewing,null,0.1
218,Training\Training Stimulus\partialViewinglowmatched_building11.png,./mask_img/grey_square.png,building,occlusion,low,no mask,partial viewing,null,0.1
219,Training\Training Stimulus\partialViewinglowmatched_bus127.png,./mask_img/grey_square.png,bus,occlusion,low,no mask,partial viewing,null,0.1
220,Training\Training Stimulus\partialViewinglowmatched_cat341.png,./mask_img/grey_square.png,cat,occlusion,low,no mask,partial viewing,null,0.1
221,Training\Training Stimulus\partialViewinglowmatched_firehydrant149.png,./mask_img/grey_square.png,firehydrant,occlusion,low,no mask,partial viewing,null,0.1
222,Training\Training Stimulus\partialViewinglowmatched_person3250.png,./mask_img/grey_square.png,person,occlusion,low,no mask,partial viewing,null,0.1
223,Training\Training Stimulus\partialViewinglowmatched_tree30.png,./mask_img/grey_square.png,tree,occlusion,low,no mask,partial viewing,null,0.1
224,Training\Training Stimulus\blobhighmatched_banana2093.png,mask_img/000000000009.png,banana,occlusion,high,mask,blob,null,0.2
225,Training\Training Stimulus\blobhighmatched_bird2861.png,mask_img/000000000294.png,bird,occlusion,high,mask,blob,null,0.2
226,Training\Training Stimulus\blobhighmatched_building13.png,mask_img/000000000510.png,building,occlusion,high,mask,blob,null,0.2
227,Training\Training Stimulus\blobhighmatched_bus480.png,mask_img/000000000562.png,bus,occlusion,high,mask,blob,null,0.2
228,Training\Training Stimulus\blobhighmatched_cat172.png,mask_img/000000000671.png,cat,occlusion,high,mask,blob,null,0.2
229,Training\Training Stimulus\blobhighmatched_firehydrant125.png,mask_img/000000000675.png,firehydrant,occlusion,high,mask,blob,null,0.2
230,Training\Training Stimulus\blobhighmatched_person2850.png,mask_img/000000000711.png,person,occlusion,high,mask,blob,null,0.2
231,Training\Training Stimulus\blobhighmatched_tree88.png,mask_img/000000001025.png,tree,occlusion,high,mask,blob,null,0.2
232,Training\Training Stimulus\bloblowmatched_banana3652.png,mask_img/000000001216.png,banana,occlusion,low,mask,blob,null,0.2
233,Training\Training Stimulus\bloblowmatched_bird289.png,mask_img/000000001282.png,bird,occlusion,low,mask,blob,null,0.2
234,Training\Training Stimulus\bloblowmatched_building64.png,mask_img/000000001563.png,building,occlusion,low,mask,blob,null,0.2
235,Training\Training Stimulus\bloblowmatched_bus938.png,mask_img/000000001573.png,bus,occlusion,low,mask,blob,null,0.2
236,Training\Training Stimulus\bloblowmatched_cat1021.png,mask_img/000000001599.png,cat,occlusion,low,mask,blob,null,0.2
237,Training\Training Stimulus\bloblowmatched_firehydrant570.png,mask_img/000000001810.png,firehydrant,occlusion,low,mask,blob,null,0.2
238,Training\Training Stimulus\bloblowmatched_person411.png,mask_img/000000001852.png,person,occlusion,low,mask,blob,null,0.2
239,Training\Training Stimulus\bloblowmatched_tree50.png,mask_img/000000001912.png,tree,occlusion,low,mask,blob,null,0.2
240,Training\Training Stimulus\control_banana3666.png,mask_img/000000001966.png,banana,control,control,mask,null,null,0.2
241,Training\Training Stimulus\control_bird259.png,mask_img/000000002068.png,bird,control,control,mask,null,null,0.2
242,Training\Training Stimulus\control_building95.png,mask_img/000000002239.png,building,control,control,mask,null,null,0.2
243,Training\Training Stimulus\control_bus180.png,mask_img/000000002562.png,bus,control,control,mask,null,null,0.2
244,Training\Training Stimulus\control_cat147.png,mask_img/000000002591.png,cat,control,control,mask,null,null,0.2
245,Training\Training Stimulus\control_firehydrant46.png,mask_img/000000002902.png,firehydrant,control,control,mask,null,null,0.2
246,Training\Training Stimulus\control_person1905.png,mask_img/000000003000.png,person,control,control,mask,null,null,0.2
247,Training\Training Stimulus\control_tree2.png,mask_img/000000003160.png,tree,control,control,mask,null,null,0.2
248,Training\Training Stimulus\deletionhighmatched_banana1970.png,mask_img/000000003236.png,banana,occlusion,high,mask,deletion,null,0.2
249,Training\Training Stimulus\deletionhighmatched_bird1657.png,mask_img/000000003320.png,bird,occlusion,high,mask,deletion,null,0.2
250,Training\Training Stimulus\deletionhighmatched_building66.png,mask_img/000000003729.png,building,occlusion,high,mask,deletion,null,0.2
251,Training\Training Stimulus\deletionhighmatched_bus696.png,mask_img/000000003779.png,bus,occlusion,high,mask,deletion,null,0.2
252,Training\Training Stimulus\deletionhighmatched_cat313.png,mask_img/000000003804.png,cat,occlusion,high,mask,deletion,null,0.2
253,Training\Training Stimulus\deletionhighmatched_firehydrant226.png,mask_img/000000003865.png,firehydrant,occlusion,high,mask,deletion,null,0.2
254,Training\Training Stimulus\deletionhighmatched_person71.png,mask_img/000000004444.png,person,occlusion,high,mask,deletion,null,0.2
255,Training\Training Stimulus\deletionhighmatched_tree71.png,mask_img/000000004497.png,tree,occlusion,high,mask,deletion,null,0.2
256,Training\Training Stimulus\deletionlowmatched_banana4227.png,mask_img/000000004706.png,banana,occlusion,low,mask,deletion,null,0.2
257,Training\Training Stimulus\deletionlowmatched_bird289.png,mask_img/000000004785.png,bird,occlusion,low,mask,deletion,null,0.2
258,Training\Training Stimulus\deletionlowmatched_building91.png,mask_img/000000004827.png,building,occlusion,low,mask,deletion,null,0.2
259,Training\Training Stimulus\deletionlowmatched_bus1255.png,mask_img/000000004920.png,bus,occlusion,low,mask,deletion,null,0.2
260,Training\Training Stimulus\deletionlowmatched_cat356.png,mask_img/000000004970.png,cat,occlusion,low,mask,deletion,null,0.2
261,Training\Training Stimulus\deletionlowmatched_firehydrant552.png,mask_img/000000005021.png,firehydrant,occlusion,low,mask,deletion,null,0.2
262,Training\Training Stimulus\deletionlowmatched_person1622.png,mask_img/000000005123.png,person,occlusion,low,mask,deletion,null,0.2
263,Training\Training Stimulus\deletionlowmatched_tree37.png,mask_img/000000005245.png,tree,occlusion,low,mask,deletion,null,0.2
264,Training\Training Stimulus\partialViewinghighmatched_banana726.png,mask_img/000000005313.png,banana,occlusion,high,mask,partial viewing,null,0.2
265,Training\Training Stimulus\partialViewinghighmatched_bird2883.png,mask_img/000000005385.png,bird,occlusion,high,mask,partial viewing,null,0.2
266,Training\Training Stimulus\partialViewinghighmatched_building21.png,mask_img/000000005443.png,building,occlusion,high,mask,partial viewing,null,0.2
267,Training\Training Stimulus\partialViewinghighmatched_bus765.png,mask_img/000000005619.png,bus,occlusion,high,mask,partial viewing,null,0.2
268,Training\Training Stimulus\partialViewinghighmatched_cat864.png,mask_img/000000006042.png,cat,occlusion,high,mask,partial viewing,null,0.2
269,Training\Training Stimulus\partialViewinghighmatched_firehydrant72.png,mask_img/000000006091.png,firehydrant,occlusion,high,mask,partial viewing,null,0.2
270,Training\Training Stimulus\partialViewinghighmatched_person157.png,mask_img/000000006190.png,person,occlusion,high,mask,partial viewing,null,0.2
271,Training\Training Stimulus\partialViewinghighmatched_tree56.png,mask_img/000000006334.png,tree,occlusion,high,mask,partial viewing,null,0.2
272,Training\Training Stimulus\partialViewinglowmatched_banana3584.png,mask_img/000000006393.png,banana,occlusion,low,mask,partial viewing,null,0.2
273,Training\Training Stimulus\partialViewinglowmatched_bird2598.png,mask_img/000000006489.png,bird,occlusion,low,mask,partial viewing,null,0.2
274,Training\Training Stimulus\partialViewinglowmatched_building11.png,mask_img/000000006491.png,building,occlusion,low,mask,partial viewing,null,0.2
275,Training\Training Stimulus\partialViewinglowmatched_bus127.png,mask_img/000000006590.png,bus,occlusion,low,mask,partial viewing,null,0.2
276,Training\Training Stimulus\partialViewinglowmatched_cat341.png,mask_img/000000006662.png,cat,occlusion,low,mask,partial viewing,null,0.2
277,Training\Training Stimulus\partialViewinglowmatched_firehydrant149.png,mask_img/000000006744.png,firehydrant,occlusion,low,mask,partial viewing,null,0.2
278,Training\Training Stimulus\partialViewinglowmatched_person3250.png,mask_img/000000006842.png,person,occlusion,low,mask,partial viewing,null,0.2
279,Training\Training Stimulus\partialViewinglowmatched_tree30.png,mask_img/000000006870.png,tree,occlusion,low,mask,partial viewing,null,0.2
280,Training\Training Stimulus\blobhighmatched_banana2093.png,./mask_img/grey_square.png,banana,occlusion,high,no mask,blob,null,0.2
281,Training\Training Stimulus\blobhighmatched_bird2861.png,./mask_img/grey_square.png,bird,occlusion,high,no mask,blob,null,0.2
282,Training\Training Stimulus\blobhighmatched_building13.png,./mask_img/grey_square.png,building,occlusion,high,no mask,blob,null,0.2
283,Training\Training Stimulus\blobhighmatched_bus480.png,./mask_img/grey_square.png,bus,occlusion,high,no mask,blob,null,0.2
284,Training\Training Stimulus\blobhighmatched_cat172.png,./mask_img/grey_square.png,cat,occlusion,high,no mask,blob,null,0.2
285,Training\Training Stimulus\blobhighmatched_firehydrant125.png,./mask_img/grey_square.png,firehydrant,occlusion,high,no mask,blob,null,0.2
286,Training\Training Stimulus\blobhighmatched_person2850.png,./mask_img/grey_square.png,person,occlusion,high,no mask,blob,null,0.2
287,Training\Training Stimulus\blobhighmatched_tree88.png,./mask_img/grey_square.png,tree,occlusion,high,no mask,blob,null,0.2
288,Training\Training Stimulus\bloblowmatched_banana3652.png,./mask_img/grey_square.png,banana,occlusion,low,no mask,blob,null,0.2
289,Training\Training Stimulus\bloblowmatched_bird289.png,./mask_img/grey_square.png,bird,occlusion,low,no mask,blob,null,0.2
290,Training\Training Stimulus\bloblowmatched_building64.png,./mask_img/grey_square.png,building,occlusion,low,no mask,blob,null,0.2
291,Training\Training Stimulus\bloblowmatched_bus938.png,./mask_img/grey_square.png,bus,occlusion,low,no mask,blob,null,0.2
292,Training\Training Stimulus\bloblowmatched_cat1021.png,./mask_img/grey_square.png,cat,occlusion,low,no mask,blob,null,0.2
293,Training\Training Stimulus\bloblowmatched_firehydrant570.png,./mask_img/grey_square.png,firehydrant,occlusion,low,no mask,blob,null,0.2
294,Training\Training Stimulus\bloblowmatched_person411.png,./mask_img/grey_square.png,person,occlusion,low,no mask,blob,null,0.2
295,Training\Training Stimulus\bloblowmatched_tree50.png,./mask_img/grey_square.png,tree,occlusion,low,no mask,blob,null,0.2
296,Training\Training Stimulus\control_banana3666.png,./mask_img/grey_square.png,banana,control,control,no mask,null,null,0.2
297,Training\Training Stimulus\control_bird259.png,./mask_img/grey_square.png,bird,control,control,no mask,null,null,0.2
298,Training\Training Stimulus\control_building95.png,./mask_img/grey_square.png,building,control,control,no mask,null,null,0.2
299,Training\Training Stimulus\control_bus180.png,./mask_img/grey_square.png,bus,control,control,no mask,null,null,0.2
300,Training\Training Stimulus\control_cat147.png,./mask_img/grey_square.png,cat,control,control,no mask,null,null,0.2
301,Training\Training Stimulus\control_firehydrant46.png,./mask_img/grey_square.png,firehydrant,control,control,no mask,null,null,0.2
302,Training\Training Stimulus\control_person1905.png,./mask_img/grey_square.png,person,control,control,no mask,null,null,0.2
303,Training\Training Stimulus\control_tree2.png,./mask_img/grey_square.png,tree,control,control,no mask,null,null,0.2
304,Training\Training Stimulus\deletionhighmatched_banana1970.png,./mask_img/grey_square.png,banana,occlusion,high,no mask,deletion,null,0.2
305,Training\Training Stimulus\deletionhighmatched_bird1657.png,./mask_img/grey_square.png,bird,occlusion,high,no mask,deletion,null,0.2
306,Training\Training Stimulus\deletionhighmatched_building66.png,./mask_img/grey_square.png,building,occlusion,high,no mask,deletion,null,0.2
307,Training\Training Stimulus\deletionhighmatched_bus696.png,./mask_img/grey_square.png,bus,occlusion,high,no mask,deletion,null,0.2
308,Training\Training Stimulus\deletionhighmatched_cat313.png,./mask_img/grey_square.png,cat,occlusion,high,no mask,deletion,null,0.2
309,Training\Training Stimulus\deletionhighmatched_firehydrant226.png,./mask_img/grey_square.png,firehydrant,occlusion,high,no mask,deletion,null,0.2
310,Training\Training Stimulus\deletionhighmatched_person71.png,./mask_img/grey_square.png,person,occlusion,high,no mask,deletion,null,0.2
311,Training\Training Stimulus\deletionhighmatched_tree71.png,./mask_img/grey_square.png,tree,occlusion,high,no mask,deletion,null,0.2
312,Training\Training Stimulus\deletionlowmatched_banana4227.png,./mask_img/grey_square.png,banana,occlusion,low,no mask,deletion,null,0.2
313,Training\Training Stimulus\deletionlowmatched_bird289.png,./mask_img/grey_square.png,bird,occlusion,low,no mask,deletion,null,0.2
314,Training\Training Stimulus\deletionlowmatched_building91.png,./mask_img/grey_square.png,building,occlusion,low,no mask,deletion,null,0.2
315,Training\Training Stimulus\deletionlowmatched_bus1255.png,./mask_img/grey_square.png,bus,occlusion,low,no mask,deletion,null,0.2
316,Training\Training Stimulus\deletionlowmatched_cat356.png,./mask_img/grey_square.png,cat,occlusion,low,no mask,deletion,null,0.2
317,Training\Training Stimulus\deletionlowmatched_firehydrant552.png,./mask_img/grey_square.png,firehydrant,occlusion,low,no mask,deletion,null,0.2
318,Training\Training Stimulus\deletionlowmatched_person1622.png,./mask_img/grey_square.png,person,occlusion,low,no mask,deletion,null,0.2
319,Training\Training Stimulus\deletionlowmatched_tree37.png,./mask_img/grey_square.png,tree,occlusion,low,no mask,deletion,null,0.2
320,Training\Training Stimulus\partialViewinghighmatched_banana726.png,./mask_img/grey_square.png,banana,occlusion,high,no mask,partial viewing,null,0.2
321,Training\Training Stimulus\partialViewinghighmatched_bird2883.png,./mask_img/grey_square.png,bird,occlusion,high,no mask,partial viewing,null,0.2
322,Training\Training Stimulus\partialViewinghighmatched_building21.png,./mask_img/grey_square.png,building,occlusion,high,no mask,partial viewing,null,0.2
323,Training\Training Stimulus\partialViewinghighmatched_bus765.png,./mask_img/grey_square.png,bus,occlusion,high,no mask,partial viewing,null,0.2
324,Training\Training Stimulus\partialViewinghighmatched_cat864.png,./mask_img/grey_square.png,cat,occlusion,high,no mask,partial viewing,null,0.2
325,Training\Training Stimulus\partialViewinghighmatched_firehydrant72.png,./mask_img/grey_square.png,firehydrant,occlusion,high,no mask,partial viewing,null,0.2
326,Training\Training Stimulus\partialViewinghighmatched_person157.png,./mask_img/grey_square.png,person,occlusion,high,no mask,partial viewing,null,0.2
327,Training\Training Stimulus\partialViewinghighmatched_tree56.png,./mask_img/grey_square.png,tree,occlusion,high,no mask,partial viewing,null,0.2
328,Training\Training Stimulus\partialViewinglowmatched_banana3584.png,./mask_img/grey_square.png,banana,occlusion,low,no mask,partial viewing,null,0.2
329,Training\Training Stimulus\partialViewinglowmatched_bird2598.png,./mask_img/grey_square.png,bird,occlusion,low,no mask,partial viewing,null,0.2
330,Training\Training Stimulus\partialViewinglowmatched_building11.png,./mask_img/grey_square.png,building,occlusion,low,no mask,partial viewing,null,0.2
331,Training\Training Stimulus\partialViewinglowmatched_bus127.png,./mask_img/grey_square.png,bus,occlusion,low,no mask,partial viewing,null,0.2
332,Training\Training Stimulus\partialViewinglowmatched_cat341.png,./mask_img/grey_square.png,cat,occlusion,low,no mask,partial viewing,null,0.2
333,Training\Training Stimulus\partialViewinglowmatched_firehydrant149.png,./mask_img/grey_square.png,firehydrant,occlusion,low,no mask,partial viewing,null,0.2
334,Training\Training Stimulus\partialViewinglowmatched_person3250.png,./mask_img/grey_square.png,person,occlusion,low,no mask,partial viewing,null,0.2
335,Training\Training Stimulus\partialViewinglowmatched_tree30.png,./mask_img/grey_square.png,tree,occlusion,low,no mask,partial viewing,null,0.2
